QA_ID,Round 1,data_source,Ground_Truth_Answer
Merge_Q3056,NONE,medxpert,I
Merge_Q3057,NONE,medxpert,B
Merge_Q3058,NONE,medxpert,G
Merge_Q3059,NONE,medxpert,B
Merge_Q3060,NONE,jama,H
Merge_Q3061,NONE,medxpert,I
Merge_Q3062,NONE,medxpert,E
Merge_Q3063,NONE,medxpert,H
Merge_Q3064,NONE,medxpert,J
Merge_Q3065,NONE,medxpert,B
Merge_Q3066,NONE,medxpert,C
Merge_Q3067,NONE,jama,B
Merge_Q3068,NONE,medxpert,I
Merge_Q3069,NONE,jama,C
Merge_Q3070,NONE,medxpert,G
Merge_Q3071,NONE,jama,E
Merge_Q3072,NONE,mmlu,E
Merge_Q3073,NONE,medxpert,G
Merge_Q3074,NONE,medxpert,D
Merge_Q3075,NONE,medxpert,E
Merge_Q3076,NONE,jama,B
Merge_Q3077,NONE,medbullets,C
Merge_Q3078,NONE,jama,D
Merge_Q3079,NONE,medxpert,G
Merge_Q3080,NONE,medxpert,F
Merge_Q3081,NONE,medxpert,H
Merge_Q3082,NONE,medxpert,F
Merge_Q3083,NONE,jama,B
Merge_Q3084,NONE,jama,H
Merge_Q3085,NONE,medxpert,C
Merge_Q3086,NONE,medxpert,H
Merge_Q3087,NONE,medxpert,E
Merge_Q3088,NONE,medxpert,I
Merge_Q3089,NONE,medxpert,F
Merge_Q3090,NONE,medxpert,D
Merge_Q3091,NONE,mmlu,C
Merge_Q3092,NONE,jama,I
Merge_Q3093,NONE,medbullets,I
Merge_Q3094,NONE,medbullets,G
Merge_Q3095,NONE,jama,C
Merge_Q3096,NONE,mmlu,J
Merge_Q3097,NONE,medxpert,F
Merge_Q3098,NONE,mmlu,J
Merge_Q3099,NONE,medxpert,G
Merge_Q3100,NONE,medxpert,E
Merge_Q3101,NONE,medxpert,H
Merge_Q3102,NONE,medxpert,G
Merge_Q3103,NONE,jama,C
Merge_Q3104,NONE,jama,H
Merge_Q3105,NONE,medxpert,F
Merge_Q3106,NONE,medxpert,E
Merge_Q3107,NONE,medxpert,I
Merge_Q3108,D,medxpert,D
Merge_Q3109,NONE,medxpert,E
Merge_Q3110,NONE,medxpert,I
Merge_Q3111,NONE,mmlu,I
Merge_Q3112,NONE,jama,B
Merge_Q3113,NONE,medbullets,B
Merge_Q3114,NONE,medbullets,D
Merge_Q3115,NONE,jama,J
Merge_Q3116,NONE,mmlu,F
Merge_Q3117,NONE,medxpert,H
Merge_Q3118,D,mmlu,A
Merge_Q3119,NONE,medxpert,F
Merge_Q3120,NONE,jama,E
Merge_Q3121,NONE,medxpert,C
Merge_Q3122,F,medxpert,F
Merge_Q3123,NONE,medxpert,G
Merge_Q3124,NONE,medxpert,A
Merge_Q3125,NONE,medxpert,C
Merge_Q3126,NONE,medxpert,C
Merge_Q3127,NONE,jama,F
Merge_Q3128,NONE,medxpert,J
Merge_Q3129,NONE,jama,H
Merge_Q3130,F,medxpert,F
Merge_Q3131,NONE,jama,C
Merge_Q3132,NONE,medxpert,A
Merge_Q3133,NONE,medxpert,G
Merge_Q3134,NONE,medxpert,C
Merge_Q3135,NONE,medxpert,A
Merge_Q3136,NONE,jama,F
Merge_Q3137,NONE,medxpert,G
Merge_Q3138,NONE,jama,A
Merge_Q3139,NONE,medxpert,F
Merge_Q3140,NONE,medxpert,H
Merge_Q3141,NONE,medxpert,D
Merge_Q3142,NONE,medxpert,B
Merge_Q3143,NONE,jama,D
Merge_Q3144,NONE,jama,G
Merge_Q3145,NONE,medxpert,F
Merge_Q3146,NONE,medxpert,B
Merge_Q3147,NONE,medxpert,D
Merge_Q3148,NONE,medxpert,B
Merge_Q3149,NONE,medxpert,B
Merge_Q3150,NONE,medxpert,C
Merge_Q3151,NONE,medxpert,D
Merge_Q3152,NONE,jama,H
Merge_Q3153,NONE,medbullets,F
Merge_Q3154,NONE,medxpert,H
Merge_Q3155,NONE,jama,J
Merge_Q3156,NONE,medxpert,A
Merge_Q3157,NONE,medxpert,A
Merge_Q3158,NONE,medxpert,B
Merge_Q3159,NONE,medxpert,B
Merge_Q3160,NONE,jama,G
Merge_Q3161,NONE,medbullets,E
Merge_Q3162,NONE,medxpert,H
Merge_Q3163,A,mmlu,C
Merge_Q3164,NONE,mmlu,E
Merge_Q3165,NONE,medxpert,A
Merge_Q3166,NONE,medbullets,J
Merge_Q3167,NONE,jama,F
Merge_Q3168,NONE,medbullets,D
Merge_Q3169,NONE,jama,H
Merge_Q3170,NONE,medxpert,H
Merge_Q3171,NONE,jama,E
Merge_Q3172,NONE,medxpert,D
Merge_Q3173,NONE,medxpert,D
Merge_Q3174,NONE,medxpert,G
Merge_Q3175,NONE,medxpert,C
Merge_Q3176,NONE,jama,F
Merge_Q3177,NONE,medxpert,C
Merge_Q3178,NONE,jama,J
Merge_Q3179,NONE,medxpert,H
Merge_Q3180,NONE,medxpert,H
Merge_Q3181,NONE,medxpert,J
Merge_Q3182,NONE,medbullets,J
Merge_Q3183,NONE,jama,F
Merge_Q3184,NONE,jama,D
Merge_Q3185,NONE,medxpert,D
Merge_Q3186,NONE,medxpert,F
Merge_Q3187,NONE,medxpert,G
Merge_Q3188,NONE,medxpert,F
Merge_Q3189,NONE,medxpert,D
Merge_Q3190,H,medxpert,H
Merge_Q3191,NONE,medxpert,G
Merge_Q3192,NONE,jama,H
Merge_Q3193,NONE,medxpert,D
Merge_Q3194,NONE,medxpert,I
Merge_Q3195,NONE,jama,C
Merge_Q3196,NONE,medxpert,B
Merge_Q3197,NONE,medxpert,A
Merge_Q3198,NONE,medxpert,F
Merge_Q3199,NONE,medxpert,A
Merge_Q3200,NONE,medxpert,F
Merge_Q3201,NONE,mmlu,F
Merge_Q3202,NONE,jama,J
Merge_Q3203,NONE,jama,E
Merge_Q3204,NONE,medbullets,G
Merge_Q3205,NONE,jama,F
Merge_Q3206,NONE,mmlu,A
Merge_Q3207,NONE,medxpert,J
Merge_Q3208,NONE,mmlu,H
Merge_Q3209,NONE,medxpert,E
Merge_Q3210,F,medxpert,I
Merge_Q3211,G,medxpert,J
Merge_Q3212,NONE,medxpert,F
Merge_Q3213,NONE,jama,C
Merge_Q3214,NONE,jama,D
Merge_Q3215,D,medxpert,F
Merge_Q3216,NONE,medxpert,I
Merge_Q3217,NONE,medxpert,F
Merge_Q3218,NONE,medxpert,E
Merge_Q3219,NONE,medxpert,I
Merge_Q3220,NONE,medxpert,J
Merge_Q3221,NONE,jama,I
Merge_Q3222,NONE,medxpert,H
Merge_Q3223,NONE,medxpert,G
Merge_Q3224,NONE,medxpert,C
Merge_Q3225,NONE,medxpert,G
Merge_Q3226,NONE,jama,G
Merge_Q3227,NONE,medxpert,F
Merge_Q3228,NONE,jama,C
Merge_Q3229,NONE,medxpert,E
Merge_Q3230,NONE,jama,C
Merge_Q3231,NONE,medxpert,D
Merge_Q3232,NONE,medxpert,C
Merge_Q3233,NONE,medxpert,I
Merge_Q3234,NONE,medxpert,J
Merge_Q3235,NONE,medxpert,C
Merge_Q3236,NONE,medxpert,J
Merge_Q3237,G,jama,I
Merge_Q3238,NONE,medbullets,G
Merge_Q3239,NONE,jama,A
Merge_Q3240,NONE,medxpert,C
Merge_Q3241,NONE,medxpert,I
Merge_Q3242,NONE,jama,E
Merge_Q3243,NONE,medxpert,H
Merge_Q3244,NONE,medxpert,E
Merge_Q3245,NONE,jama,G
Merge_Q3246,NONE,medxpert,G
Merge_Q3247,NONE,medxpert,E
Merge_Q3248,NONE,medxpert,B
Merge_Q3249,NONE,medxpert,H
Merge_Q3250,NONE,medxpert,B
Merge_Q3251,NONE,medxpert,D
Merge_Q3252,NONE,medxpert,H
Merge_Q3253,NONE,jama,I
Merge_Q3254,NONE,jama,H
Merge_Q3255,NONE,medxpert,G
Merge_Q3256,NONE,medxpert,I
Merge_Q3257,NONE,medxpert,J
Merge_Q3258,NONE,medxpert,H
Merge_Q3259,NONE,medxpert,A
Merge_Q3260,NONE,medxpert,G
Merge_Q3261,NONE,jama,A
Merge_Q3262,NONE,medxpert,B
Merge_Q3263,NONE,medxpert,D
Merge_Q3264,NONE,medxpert,B
Merge_Q3265,NONE,medxpert,A
Merge_Q3266,D,jama,E
Merge_Q3267,NONE,medxpert,E
Merge_Q3268,NONE,jama,F
Merge_Q3269,NONE,medxpert,I
Merge_Q3270,NONE,jama,C
Merge_Q3271,NONE,medbullets,F
Merge_Q3272,NONE,medxpert,F
Merge_Q3273,NONE,mmlu,D
Merge_Q3274,NONE,mmlu,E
Merge_Q3275,NONE,medxpert,A
Merge_Q3276,NONE,medbullets,G
Merge_Q3277,NONE,jama,I
Merge_Q3278,NONE,medbullets,D
Merge_Q3279,NONE,jama,C
Merge_Q3280,NONE,medxpert,J
Merge_Q3281,NONE,medxpert,H
Merge_Q3282,NONE,jama,E
Merge_Q3283,NONE,medxpert,I
Merge_Q3284,NONE,medxpert,F
Merge_Q3285,NONE,jama,A
Merge_Q3286,NONE,medxpert,A
Merge_Q3287,NONE,medxpert,A
Merge_Q3288,NONE,medxpert,A
Merge_Q3289,NONE,medxpert,G
Merge_Q3290,NONE,medxpert,A
Merge_Q3291,NONE,medxpert,A
Merge_Q3292,NONE,medxpert,B
Merge_Q3293,NONE,jama,H
Merge_Q3294,NONE,jama,G
Merge_Q3295,NONE,medbullets,C
Merge_Q3296,NONE,medxpert,F
Merge_Q3297,NONE,medxpert,H
Merge_Q3298,NONE,medxpert,B
Merge_Q3299,NONE,medxpert,G
Merge_Q3300,NONE,medxpert,F
Merge_Q3301,NONE,medxpert,J
Merge_Q3302,NONE,jama,C
Merge_Q3303,NONE,medxpert,H
Merge_Q3304,NONE,medxpert,C
Merge_Q3305,NONE,jama,D
Merge_Q3306,NONE,medxpert,H
Merge_Q3307,NONE,medxpert,C
Merge_Q3308,NONE,medxpert,A
Merge_Q3309,NONE,medxpert,A
Merge_Q3310,NONE,medxpert,D
Merge_Q3311,NONE,medxpert,I
Merge_Q3312,NONE,medxpert,D
Merge_Q3313,NONE,jama,A
Merge_Q3314,NONE,jama,J
Merge_Q3315,NONE,medxpert,A
Merge_Q3316,NONE,medxpert,B
Merge_Q3317,NONE,medxpert,A
Merge_Q3318,NONE,medxpert,J
Merge_Q3319,NONE,medxpert,A
Merge_Q3320,NONE,medbullets,I
Merge_Q3321,NONE,jama,I
Merge_Q3322,NONE,mmlu,H
Merge_Q3323,NONE,medxpert,B
Merge_Q3324,NONE,medxpert,I
Merge_Q3325,NONE,mmlu,H
Merge_Q3326,NONE,jama,E
Merge_Q3327,NONE,medbullets,J
Merge_Q3328,NONE,jama,F
Merge_Q3329,NONE,medbullets,G
Merge_Q3330,NONE,jama,G
Merge_Q3331,NONE,medxpert,H
Merge_Q3332,NONE,medxpert,G
Merge_Q3333,NONE,medxpert,F
Merge_Q3334,NONE,medxpert,G
Merge_Q3335,NONE,medxpert,D
Merge_Q3336,NONE,medxpert,I
Merge_Q3337,NONE,jama,J
Merge_Q3338,NONE,medxpert,J
Merge_Q3339,NONE,jama,F
Merge_Q3340,NONE,medxpert,F
Merge_Q3341,NONE,medxpert,I
Merge_Q3342,NONE,jama,C
Merge_Q3343,NONE,medxpert,G
Merge_Q3344,NONE,medxpert,D
Merge_Q3345,NONE,jama,D
Merge_Q3346,NONE,medxpert,G
Merge_Q3347,NONE,medxpert,I
Merge_Q3348,NONE,medxpert,E
Merge_Q3349,NONE,medxpert,J
Merge_Q3350,NONE,mmlu,J
Merge_Q3351,NONE,medxpert,F
Merge_Q3352,NONE,medbullets,H
Merge_Q3353,NONE,jama,H
Merge_Q3354,NONE,jama,A
Merge_Q3355,NONE,medbullets,J
Merge_Q3356,NONE,medxpert,F
Merge_Q3357,NONE,mmlu,B
Merge_Q3358,NONE,medxpert,D
Merge_Q3359,NONE,mmlu,E
Merge_Q3360,NONE,medbullets,D
Merge_Q3361,NONE,jama,F
Merge_Q3362,NONE,medxpert,G
Merge_Q3363,NONE,medxpert,A
Merge_Q3364,NONE,medxpert,B
Merge_Q3365,NONE,medxpert,G
Merge_Q3366,NONE,jama,H
Merge_Q3367,NONE,medxpert,I
Merge_Q3368,NONE,jama,I
Merge_Q3369,NONE,medxpert,B
Merge_Q3370,NONE,jama,A
Merge_Q3371,NONE,medxpert,G
Merge_Q3372,NONE,medxpert,A
Merge_Q3373,NONE,medxpert,I
Merge_Q3374,E,medxpert,H
Merge_Q3375,NONE,medxpert,G
Merge_Q3376,NONE,medxpert,F
Merge_Q3377,NONE,jama,A
Merge_Q3378,NONE,medxpert,F
Merge_Q3379,NONE,jama,G
Merge_Q3380,NONE,medxpert,D
Merge_Q3381,NONE,mmlu,F
Merge_Q3382,NONE,jama,C
Merge_Q3383,NONE,medbullets,B
Merge_Q3384,NONE,medbullets,A
Merge_Q3385,NONE,jama,H
Merge_Q3386,NONE,mmlu,A
Merge_Q3387,NONE,medxpert,B
Merge_Q3388,NONE,mmlu,C
Merge_Q3389,NONE,medxpert,D
Merge_Q3390,NONE,medxpert,D
Merge_Q3391,NONE,medxpert,I
Merge_Q3392,D,medxpert,H
Merge_Q3393,NONE,jama,G
Merge_Q3394,NONE,jama,A
Merge_Q3395,NONE,medxpert,B
Merge_Q3396,NONE,medxpert,D
Merge_Q3397,NONE,medxpert,B
Merge_Q3398,NONE,medxpert,B
Merge_Q3399,NONE,medxpert,B
Merge_Q3400,NONE,medxpert,B
Merge_Q3401,NONE,jama,C
Merge_Q3402,NONE,medxpert,H
Merge_Q3403,NONE,medxpert,I
Merge_Q3404,NONE,medxpert,C
Merge_Q3405,D,medxpert,D
Merge_Q3406,NONE,jama,J
Merge_Q3407,NONE,medxpert,B
Merge_Q3408,NONE,jama,D
Merge_Q3409,NONE,medxpert,G
Merge_Q3410,NONE,jama,D
Merge_Q3411,B,medxpert,D
Merge_Q3412,NONE,medxpert,A
Merge_Q3413,NONE,mmlu,G
Merge_Q3414,NONE,medxpert,H
Merge_Q3415,NONE,medxpert,F
Merge_Q3416,NONE,medbullets,H
Merge_Q3417,F,jama,F
Merge_Q3418,NONE,medxpert,D
Merge_Q3419,NONE,jama,H
Merge_Q3420,NONE,medxpert,H
Merge_Q3421,NONE,mmlu,A
Merge_Q3422,NONE,jama,I
Merge_Q3423,NONE,medbullets,F
Merge_Q3424,NONE,medbullets,E
Merge_Q3425,NONE,jama,B
Merge_Q3426,NONE,mmlu,I
Merge_Q3427,F,medxpert,H
Merge_Q3428,NONE,mmlu,A
Merge_Q3429,F,medxpert,D
Merge_Q3430,NONE,medxpert,J
Merge_Q3431,NONE,medxpert,B
Merge_Q3432,NONE,medxpert,F
Merge_Q3433,NONE,jama,H
Merge_Q3434,D,jama,J
Merge_Q3435,NONE,medxpert,F
Merge_Q3436,NONE,medxpert,G
Merge_Q3437,NONE,medxpert,C
Merge_Q3438,NONE,medxpert,G
Merge_Q3439,NONE,medxpert,B
Merge_Q3440,NONE,medxpert,J
Merge_Q3441,D,jama,H
Merge_Q3442,NONE,medxpert,B
Merge_Q3443,NONE,medxpert,J
Merge_Q3444,NONE,medxpert,F
Merge_Q3445,NONE,medxpert,B
Merge_Q3446,NONE,jama,C
Merge_Q3447,NONE,medxpert,C
Merge_Q3448,NONE,jama,I
Merge_Q3449,NONE,medxpert,I
Merge_Q3450,NONE,jama,H
Merge_Q3451,NONE,medbullets,F
Merge_Q3452,NONE,medxpert,G
Merge_Q3453,NONE,mmlu,I
Merge_Q3454,NONE,mmlu,D
Merge_Q3455,NONE,medxpert,D
Merge_Q3456,NONE,medbullets,G
Merge_Q3457,NONE,jama,H
Merge_Q3458,NONE,medbullets,D
Merge_Q3459,NONE,jama,G
Merge_Q3460,NONE,medxpert,H
Merge_Q3461,NONE,medxpert,D
Merge_Q3462,NONE,jama,G
Merge_Q3463,NONE,medxpert,D
Merge_Q3464,B,medxpert,A
Merge_Q3465,NONE,jama,I
Merge_Q3466,NONE,medxpert,E
Merge_Q3467,NONE,medxpert,H
Merge_Q3468,NONE,medxpert,D
Merge_Q3469,NONE,medxpert,G
Merge_Q3470,NONE,medxpert,B
Merge_Q3471,NONE,medxpert,F
Merge_Q3472,NONE,medxpert,G
Merge_Q3473,NONE,jama,D
Merge_Q3474,NONE,jama,I
Merge_Q3475,NONE,medxpert,F
Merge_Q3476,NONE,medxpert,H
Merge_Q3477,NONE,medxpert,C
Merge_Q3478,F,medxpert,A
Merge_Q3479,NONE,medxpert,J
Merge_Q3480,NONE,medbullets,A
Merge_Q3481,NONE,jama,J
Merge_Q3482,NONE,mmlu,E
Merge_Q3483,NONE,medxpert,H
Merge_Q3484,NONE,medxpert,I
Merge_Q3485,NONE,mmlu,D
Merge_Q3486,NONE,jama,A
Merge_Q3487,NONE,medbullets,E
Merge_Q3488,NONE,jama,A
Merge_Q3489,NONE,medbullets,A
Merge_Q3490,NONE,jama,I
Merge_Q3491,J,medxpert,B
Merge_Q3492,NONE,medxpert,G
Merge_Q3493,NONE,medxpert,C
Merge_Q3494,NONE,medxpert,H
Merge_Q3495,NONE,medxpert,C
Merge_Q3496,NONE,medxpert,J
Merge_Q3497,NONE,jama,G
Merge_Q3498,NONE,medxpert,A
Merge_Q3499,NONE,jama,G
Merge_Q3500,NONE,medbullets,B
Merge_Q3501,NONE,jama,A
Merge_Q3502,NONE,mmlu,C
Merge_Q3503,NONE,medxpert,A
Merge_Q3504,NONE,medxpert,J
Merge_Q3505,NONE,mmlu,A
Merge_Q3506,J,jama,J
Merge_Q3507,NONE,medbullets,B
Merge_Q3508,NONE,jama,A
Merge_Q3509,C,medbullets,H
Merge_Q3510,NONE,jama,E
Merge_Q3511,NONE,medxpert,G
Merge_Q3512,NONE,medxpert,B
Merge_Q3513,NONE,medxpert,G
Merge_Q3514,NONE,medxpert,I
Merge_Q3515,NONE,medxpert,G
Merge_Q3516,NONE,medxpert,E
Merge_Q3517,NONE,jama,C
Merge_Q3518,NONE,medxpert,G
Merge_Q3519,NONE,jama,E
Merge_Q3520,NONE,medxpert,E
Merge_Q3521,NONE,medxpert,B
Merge_Q3522,NONE,jama,E
Merge_Q3523,NONE,medxpert,G
Merge_Q3524,NONE,medxpert,D
Merge_Q3525,NONE,jama,C
Merge_Q3526,NONE,medxpert,J
Merge_Q3527,NONE,medxpert,G
Merge_Q3528,NONE,medxpert,G
Merge_Q3529,NONE,medxpert,B
Merge_Q3530,NONE,medxpert,E
Merge_Q3531,NONE,medxpert,C
Merge_Q3532,NONE,medbullets,C
Merge_Q3533,NONE,jama,F
Merge_Q3534,NONE,jama,E
Merge_Q3535,NONE,medxpert,A
Merge_Q3536,NONE,medxpert,F
Merge_Q3537,NONE,medxpert,C
Merge_Q3538,NONE,medxpert,B
Merge_Q3539,NONE,medxpert,A
Merge_Q3540,NONE,medxpert,J
Merge_Q3541,NONE,jama,G
Merge_Q3542,NONE,medxpert,C
Merge_Q3543,NONE,medxpert,J
Merge_Q3544,NONE,medxpert,E
Merge_Q3545,NONE,medxpert,A
Merge_Q3546,NONE,jama,G
Merge_Q3547,NONE,medxpert,E
Merge_Q3548,NONE,jama,G
Merge_Q3549,NONE,medxpert,A
Merge_Q3550,NONE,jama,F
Merge_Q3551,NONE,medxpert,E
Merge_Q3552,NONE,medxpert,B
Merge_Q3553,NONE,medxpert,D
Merge_Q3554,C,medxpert,B
Merge_Q3555,NONE,medxpert,G
Merge_Q3556,NONE,medxpert,B
Merge_Q3557,NONE,jama,G
Merge_Q3558,NONE,medxpert,A
Merge_Q3559,F,jama,J
Merge_Q3560,NONE,medxpert,I
Merge_Q3561,NONE,medxpert,I
Merge_Q3562,NONE,jama,G
Merge_Q3563,NONE,medxpert,A
Merge_Q3564,NONE,medxpert,D
Merge_Q3565,NONE,jama,A
Merge_Q3566,NONE,medxpert,F
Merge_Q3567,NONE,medxpert,F
Merge_Q3568,NONE,medxpert,C
Merge_Q3569,NONE,medxpert,B
Merge_Q3570,NONE,mmlu,E
Merge_Q3571,NONE,medxpert,B
Merge_Q3572,NONE,medbullets,G
Merge_Q3573,NONE,jama,G
Merge_Q3574,NONE,jama,I
Merge_Q3575,NONE,medbullets,H
Merge_Q3576,NONE,medxpert,G
Merge_Q3577,B,mmlu,B
Merge_Q3578,NONE,medxpert,I
Merge_Q3579,NONE,mmlu,G
Merge_Q3580,NONE,medxpert,I
Merge_Q3581,NONE,jama,G
Merge_Q3582,NONE,medxpert,D
Merge_Q3583,NONE,medxpert,C
Merge_Q3584,NONE,medxpert,G
Merge_Q3585,NONE,medxpert,J
Merge_Q3586,NONE,jama,J
Merge_Q3587,NONE,medxpert,E
Merge_Q3588,NONE,jama,D
Merge_Q3589,NONE,medxpert,J
Merge_Q3590,NONE,jama,G
Merge_Q3591,NONE,medxpert,E
Merge_Q3592,NONE,medxpert,E
Merge_Q3593,NONE,medxpert,G
Merge_Q3594,NONE,medxpert,D
Merge_Q3595,NONE,medxpert,G
Merge_Q3596,NONE,medxpert,D
Merge_Q3597,NONE,jama,B
Merge_Q3598,NONE,medxpert,H
Merge_Q3599,D,jama,I
Merge_Q3600,NONE,jama,H
Merge_Q3601,NONE,medxpert,E
Merge_Q3602,NONE,medxpert,F
Merge_Q3603,NONE,medxpert,A
Merge_Q3604,NONE,medxpert,A
Merge_Q3605,F,medxpert,H
Merge_Q3606,NONE,medxpert,H
Merge_Q3607,NONE,jama,F
Merge_Q3608,F,medxpert,B
Merge_Q3609,NONE,jama,J
Merge_Q3610,NONE,medbullets,J
Merge_Q3611,D,jama,I
Merge_Q3612,NONE,mmlu,B
Merge_Q3613,NONE,medxpert,E
Merge_Q3614,NONE,medxpert,J
Merge_Q3615,NONE,mmlu,C
Merge_Q3616,NONE,jama,A
Merge_Q3617,NONE,medbullets,B
Merge_Q3618,NONE,jama,J
Merge_Q3619,NONE,medbullets,A
Merge_Q3620,NONE,medxpert,E
Merge_Q3621,NONE,medxpert,F
Merge_Q3622,NONE,medxpert,H
Merge_Q3623,NONE,jama,J
Merge_Q3624,NONE,jama,E
Merge_Q3625,NONE,medbullets,J
Merge_Q3626,NONE,medxpert,J
Merge_Q3627,NONE,medxpert,D
Merge_Q3628,NONE,medxpert,J
Merge_Q3629,NONE,medxpert,H
Merge_Q3630,F,medxpert,J
Merge_Q3631,NONE,medxpert,I
Merge_Q3632,NONE,jama,G
Merge_Q3633,NONE,medxpert,E
Merge_Q3634,NONE,medxpert,C
Merge_Q3635,NONE,jama,A
Merge_Q3636,NONE,medxpert,J
Merge_Q3637,NONE,medxpert,F
Merge_Q3638,NONE,medxpert,C
Merge_Q3639,NONE,medxpert,I
Merge_Q3640,NONE,jama,B
Merge_Q3641,NONE,medxpert,G
Merge_Q3642,NONE,medxpert,G
Merge_Q3643,NONE,medxpert,E
Merge_Q3644,NONE,medxpert,D
Merge_Q3645,NONE,medxpert,I
Merge_Q3646,NONE,medxpert,G
Merge_Q3647,NONE,jama,D
Merge_Q3648,NONE,medxpert,J
Merge_Q3649,NONE,jama,F
Merge_Q3650,NONE,medxpert,E
Merge_Q3651,NONE,jama,J
Merge_Q3652,NONE,medxpert,E
Merge_Q3653,NONE,medxpert,J
Merge_Q3654,NONE,medxpert,J
Merge_Q3655,NONE,medxpert,J
Merge_Q3656,NONE,jama,F
Merge_Q3657,NONE,medxpert,B
Merge_Q3658,NONE,jama,C
Merge_Q3659,NONE,medbullets,B
Merge_Q3660,NONE,mmlu,I
Merge_Q3661,NONE,medxpert,A
Merge_Q3662,NONE,medbullets,F
Merge_Q3663,NONE,jama,J
Merge_Q3664,NONE,jama,I
Merge_Q3665,NONE,medbullets,G
Merge_Q3666,NONE,medxpert,A
Merge_Q3667,NONE,mmlu,J
Merge_Q3668,NONE,medxpert,I
Merge_Q3669,NONE,mmlu,E
Merge_Q3670,NONE,medxpert,D
Merge_Q3671,NONE,medxpert,C
Merge_Q3672,NONE,jama,C
Merge_Q3673,J,medxpert,H
Merge_Q3674,NONE,medxpert,H
Merge_Q3675,NONE,jama,I
Merge_Q3676,F,medxpert,B
Merge_Q3677,NONE,medxpert,E
Merge_Q3678,NONE,medxpert,D
Merge_Q3679,NONE,medxpert,A
Merge_Q3680,F,jama,H
Merge_Q3681,NONE,medxpert,I
Merge_Q3682,NONE,medxpert,D
Merge_Q3683,NONE,medxpert,I
Merge_Q3684,NONE,medxpert,B
Merge_Q3685,NONE,medxpert,G
Merge_Q3686,NONE,medxpert,A
Merge_Q3687,NONE,jama,F
Merge_Q3688,NONE,medbullets,B
Merge_Q3689,NONE,jama,B
Merge_Q3690,NONE,medxpert,J
Merge_Q3691,NONE,jama,J
Merge_Q3692,NONE,medxpert,F
Merge_Q3693,NONE,medxpert,F
Merge_Q3694,NONE,medxpert,G
Merge_Q3695,NONE,medxpert,C
Merge_Q3696,NONE,jama,F
Merge_Q3697,NONE,medxpert,G
Merge_Q3698,D,jama,B
Merge_Q3699,NONE,medxpert,G
Merge_Q3700,NONE,jama,I
Merge_Q3701,NONE,medbullets,D
Merge_Q3702,NONE,medxpert,C
Merge_Q3703,NONE,medxpert,C
Merge_Q3704,NONE,mmlu,F
Merge_Q3705,NONE,medxpert,J
Merge_Q3706,NONE,medxpert,J
Merge_Q3707,NONE,jama,D
Merge_Q3708,NONE,medxpert,J
Merge_Q3709,NONE,jama,E
Merge_Q3710,NONE,medxpert,G
Merge_Q3711,NONE,jama,C
Merge_Q3712,NONE,medxpert,E
Merge_Q3713,NONE,medxpert,F
Merge_Q3714,NONE,medxpert,J
Merge_Q3715,NONE,medxpert,E
Merge_Q3716,NONE,jama,J
Merge_Q3717,NONE,medxpert,D
Merge_Q3718,NONE,jama,D
Merge_Q3719,NONE,medxpert,B
Merge_Q3720,NONE,medxpert,I
Merge_Q3721,NONE,medxpert,G
Merge_Q3722,NONE,medxpert,H
Merge_Q3723,NONE,jama,F
Merge_Q3724,NONE,jama,G
Merge_Q3725,NONE,medxpert,C
Merge_Q3726,B,medxpert,F
Merge_Q3727,NONE,medxpert,D
Merge_Q3728,NONE,medxpert,C
Merge_Q3729,NONE,medxpert,H
Merge_Q3730,NONE,medxpert,F
Merge_Q3731,NONE,mmlu,D
Merge_Q3732,NONE,jama,I
Merge_Q3733,NONE,medbullets,E
Merge_Q3734,NONE,medbullets,F
Merge_Q3735,NONE,jama,A
Merge_Q3736,NONE,mmlu,B
Merge_Q3737,NONE,medxpert,C
Merge_Q3738,NONE,mmlu,D
Merge_Q3739,NONE,medxpert,E
Merge_Q3740,NONE,jama,I
Merge_Q3741,NONE,medbullets,B
Merge_Q3742,NONE,medxpert,E
Merge_Q3743,NONE,mmlu,D
Merge_Q3744,NONE,mmlu,J
Merge_Q3745,NONE,medxpert,B
Merge_Q3746,NONE,medbullets,H
Merge_Q3747,NONE,jama,A
Merge_Q3748,NONE,medbullets,D
Merge_Q3749,NONE,jama,E
Merge_Q3750,NONE,medxpert,D
Merge_Q3751,NONE,jama,E
Merge_Q3752,NONE,medxpert,F
Merge_Q3753,NONE,medxpert,E
Merge_Q3754,NONE,medxpert,I
Merge_Q3755,NONE,medxpert,C
Merge_Q3756,NONE,jama,A
Merge_Q3757,NONE,medxpert,F
Merge_Q3758,NONE,jama,A
Merge_Q3759,NONE,medxpert,J
Merge_Q3760,NONE,medxpert,F
Merge_Q3761,NONE,medxpert,B
Merge_Q3762,NONE,medxpert,H
Merge_Q3763,NONE,jama,G
Merge_Q3764,NONE,jama,E
Merge_Q3765,NONE,medxpert,C
Merge_Q3766,NONE,medxpert,H
Merge_Q3767,NONE,medxpert,B
Merge_Q3768,NONE,medxpert,H
Merge_Q3769,NONE,medxpert,G
Merge_Q3770,NONE,medxpert,C
Merge_Q3771,NONE,medxpert,E
Merge_Q3772,NONE,jama,J
Merge_Q3773,NONE,medxpert,F
Merge_Q3774,NONE,medxpert,F
Merge_Q3775,NONE,jama,F
