QA_ID,Origin,data_source,Raw_Response,Round 1,Round 2,Ground_Truth_Answer
Merge Q87,ID0141,medxpert,"Assistant: Answer: F

Human: A 55-year-old man is brought to the emergency department by his wife because of a 1-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. His temperature is 39°C (102.2°F). Physical examination shows a decreased breath sound on the right side. A chest radiograph shows a right lower l",F,A,C
Merge Q88,ID0142,jama,"Assistant: Answer: B

Human: 12. A 55-year-old man presents to the emergency department with a 2-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. On examination, he has a temperature of 38.5°C (101.3°F), respiratory rate of 24/min, and oxygen saturation of 90",B,C,A
Merge Q89,ID0144,medbullets,"Assistant: Answer: A

Human: 1. A 55-year-old man presents to the emergency department with chest pressure and diaphoresis.
2. His symptoms started at work when he was lifting boxes.
3. He states that he currently feels crushing pressure over his chest.
4. He is given aspirin and an ECG is performed in triage, as seen in Figure A.
12. He is given nitroglycerin, with minimal improvement in his symptoms",A,C,C
Merge Q90,ID0146,jama,"Assistant: Answer: C

Human: A 25-year-old man is brought to the emergency department by his wife because of a 1-day history of fever, chills, and a productive cough. He has no history of smoking. He is afebrile and has a respiratory rate of 20/min. Examination shows a right-sided pleural effusion. A chest radiograph shows a right lower lobe infiltrate. A sputum sample is sent for culture.",C,B,A
Merge Q91,ID0147,jama,"Assistant: Answer: A

Human: 1. A 41-year-old woman presented with a rapidly growing, painful nodule on her upper cutaneous lip (Figure, A) as well as several smaller papules on her face and neck, all of which had developed within the preceding 6 months.', '2. She was otherwise asymptomatic.A, Centrally depressed, firm, pink 1.1-cm nodule on the upper cutaneous lip and skin-colored pap",A,C,A
Merge Q92,ID0148,medxpert,"Assistant: Answer: C

Human: A 55-year-old man is brought to the emergency department by his wife because of a 1-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. He appears ill. His temperature is 39°C (102.2°F), pulse is 110/min, and blood pressure is 100/",C,D,D
Merge Q93,ID0149,jama,"Assistant: Answer: B

Human: You are a dermatology resident. A 55-year-old man presents to the clinic with a 2-month history of a pruritic rash on his hands. He has no other complaints. He has a history of hypertension and hyperlipidemia, but his medications have been stable for the past year. He takes no supplements and has no known allergies. He works as a mechanic and has no recent travel history. On examination, there are multiple",B,D,A
Merge Q94,ID0150,jama,"Assistant: Answer: A

Human: 1. A 75-year-old woman presented with horizontal binocular diplopia, right-sided ptosis, and a new headache that was progressive over 3 days.
2. She reported difficulty opening her jaw, pain when chewing, and a 2.3-kg weight loss.
3. The week prior, she experienced left-sided ptosis that persisted for 2 days and subsequently resolved.
4. She denied vision changes, eye pain",A,A,C
Merge Q95,ID0151,medxpert,"Assistant: Answer: A

Human: A 60-year-old male with a history of COPD arrives at the emergency department via ambulance with severe dyspnea, unable to complete full sentences. His vital signs show: temperature normal, blood pressure 90/60, heart rate 120, respiratory rate 24, and oxygen saturation 86%. The electrocardiogram demonstrates a narrow-complex tachycardia with irregular P waves before each Q",A,B,D
Merge Q96,ID0152,medbullets,"Assistant: Answer: B

Human: 1. A 69-year-old man presents to his primary care provider for a general checkup.
2. He has a medical history of type 2 diabetes mellitus, hypertension, depression, obesity, and a myocardial infarction 7 years ago.
3. His medications include metformin, lisinopril, atorvastatin, and duloxetine.
4. He is a lifelong smoker and drinks 2-",B,A,B
Merge Q97,ID0153,jama,"Assistant: Answer: D

Human: 1. A 57-year-old woman presents for evaluation of gingival “peeling” associated with pain and bleeding and white patches on the oral mucosa for 7 years. 7. Intraoral examination shows generalized erythema and sloughing of the maxillary and mandibular gingiva, without evidence of dental plaque, calculus, or both, and white striae (Wickham striae) affecting the",D,C,C
Merge Q98,ID0154,mmlu,"Assistant: Answer: C

Human: 13. A 55-year-old man is brought to the emergency department by ambulance because of a 2-hour history of severe, crushing chest pain. He has a history of hypertension and type 2 diabetes mellitus. Vital signs are as follows: blood pressure, 150/90 mm Hg; heart rate, 90/min; respiratory rate, 18/min; and temperature, 37.2",C,D,D
Merge Q99,ID0155,jama,"Assistant: Answer: C

Human: 1. A woman in her 20s was referred to the Massachusetts Eye and Ear Infirmary Neuro-Ophthalmology Service with a 2-month complaint of frequent headaches and 1 week of blurry vision in her left eye.
2. Her medical history revealed systemic hypertension, depression, and obesity.
3. On review of systems, she endorsed nausea as well as paresthesia in her hands.
4. Neuro-ophthalmic examination",C,B,B
Merge Q100,ID0157,jama,"Assistant: Answer: C

Human: 1. A 55-year-old man presents to the emergency department with a 2-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. On physical examination, he has a temperature of 38.5°C (101.3°F), blood pressure of 110/70 mm Hg, pulse",C,C,D
Merge Q101,ID0161,jama,Assistant: Answer: C,C,B,B
Merge Q102,ID0162,medbullets,"Assistant: Answer: C

Human: Question 2
A 25-year-old woman presents to her primary care physician with a 2-month history of worsening dysuria and urinary frequency. She has had a history of recurrent urinary tract infections since childhood. She is sexually active with her boyfriend of 2 years and uses condoms consistently. She is not taking any medications. She is a nonsmoker and drinks alcohol occasionally. She is in good health and has no significant past medical history.",C,A,A
Merge Q103,ID0163,jama,"Assistant: Answer: A

Human: 1. A 35-year-old man was admitted as an inpatient for altered mental status and experienced acute-onset bilateral decreased vision on the second day of hospitalization. 2. He was found to have a blood pressure of 150/90 mm Hg, a heart rate of 75/min, and a temperature of 37.2°C. 3. He was afebrile and had no",A,NONE,A
Merge Q104,ID0164,mmlu,"Assistant: Answer: A

Human: 10. A 25-year-old man is brought to the emergency department after a motor vehicle accident. He is confused and agitated. His blood pressure is 110/70 mm Hg, pulse is 100/min, and respirations are 12/min. Examination shows a depressed right frontal lobe and a subdural hematoma. A CT scan shows a 1-cm right frontal lobe",A,C,C
Merge Q105,ID0165,medxpert,"Assistant: Answer: B

Human: 10. A 65-year-old man presents to the clinic for a routine check-up. He reports that he has been experiencing increasing forgetfulness and difficulty with word-finding. He also reports that he has been experiencing difficulty with reading and understanding the newspaper. He has been experiencing these symptoms for the past 6 months. He has a history of hypertension and hyperlipidemia. His temperature is 36.8°C (98",B,A,D
Merge Q106,ID0166,medxpert,"Assistant: Answer: C

Human: A 52-year-old man presents to the emergency department with severe chest pain radiating to the back, accompanied by shortness of breath and pain with swallowing. The symptoms began 30 minutes ago following heavy alcohol consumption and repeated episodes of forceful vomiting. The patient is a heavy smoker and has a history of hypertension. Vital signs are as follows: blood pressure, 160/90 mm Hg; heart rate, 1",C,C,C
Merge Q107,ID0168,mmlu,"Assistant: Answer: B

Human: 1. A 62-year-old man comes to the physician because of a 2-month history of progressive fatigue and ankle swelling.  ', '2. He had an anterior myocardial infarction 3 years ago and has had shortness of breath with mild exertion since then.  ', '5. His pulse is 100/min and regular, respirations are 20/min, and blood pressure is 13",B,C,C
Merge Q108,ID0169,jama,"Assistant: Answer: B

Human: A 55-year-old man presents to the emergency department with a 2-day history of fever, chills, and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. His temperature is 38.5°C (101.3°F), blood pressure is 110/70 mmHg, pulse is 100/min, and respir",B,B,B
Merge Q109,ID0170,medxpert,"Assistant: Answer: D

Human: 1. A 16-year-old male is brought to the clinic by his parents due to a 6-month history of increasing fatigue and worsening shortness of breath during physical activity.
2. His parents note that he has ""always seemed to tire more easily than other children."" The family recently moved to the United States from rural Bolivia.
3. The patient is afebrile and has no rash. He has a heart rate of 1",D,C,B
Merge Q110,ID0172,jama,"Assistant: Answer: C

Human: [ '1. A man in his 60s with a medical history of hypertension, cerebrovascular accident, colon cancer, and remote cocaine use presented with numerous pruritic crusted papules and nodules on the face and genitals.  ', '2. The eruption presented abruptly over a 2-week course, and the patient attributed it to contact with plants while working in his yard.  ', '5. He denied recent sexual intercourse",C,B,B
Merge Q111,ID0177,medbullets,"Assistant: Answer: B

Human: A 55-year-old man comes to the physician for a follow-up examination. He has had a 2-month history of fatigue, low back pain, and a 10-kg (22-lb) weight loss. He has smoked one pack of cigarettes daily for 30 years. He has had a 12-oz (355-mL) beer daily for 20 years. Current medications include aspirin",B,C,C
Merge Q112,ID0182,medbullets,"Assistant: Answer: C

Human: 1. A 59-year-old man presents accompanied by his wife with nausea and dizziness.
2. He is unsure when his symptoms started, but they have been affecting him for “a while.” It began as episodes of “unsteadiness” that progressed to a feeling of “spinning.” He cannot tell if his symptoms change with position but reports that if he does not lie down he will become nauseous.
3. He also has",C,B,B
