Origin,Problem ID,Labeling state,User ID,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22
ID1895,25262129,Labeled,423438,b,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0919,25262134,Labeled,423438,a,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1892,25262135,Labeled,615380,h,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0918,25262136,Labeled,24708,d,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1890,25262139,Labeled,423438,j,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0916,25262140,Labeled,580,d,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1889,25262141,Labeled,615169,c,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0915,25262142,Labeled,615380,c,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1888,25262143,Labeled,423438,e,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1887,25262145,Labeled,615380,c,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1886,25262147,Labeled,423438,f,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0912,25262148,Labeled,423438,e,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0911,25262150,Labeled,616951,d,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0911,25262150,Labeled,615169,d,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,not relevant,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0910,25262152,Labeled,580,d,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0909,25262154,Labeled,24708,a,high relevance,low relevance,not relevant,not relevant,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable
ID1882,25262155,Labeled,615380,d,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0908,25262156,Labeled,423438,c,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1881,25262157,Labeled,580,a,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0907,25262158,Labeled,615380,c,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID1880,25262159,Labeled,615169,b,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
