ID,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
ID0215,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
ID0216,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0217,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0218,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0219,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,
ID0220,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0221,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0222,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
ID0223,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID0224,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,
ID0225,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID0226,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0227,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
ID0228,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0229,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,
ID0230,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0231,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0232,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
ID0233,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0234,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0235,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0236,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
ID0237,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID0238,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,
ID0239,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,,
ID0240,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID0241,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0242,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,
ID0243,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,,,,
ID0244,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0245,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0246,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance
ID0247,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0248,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0249,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID0250,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0251,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0252,,,,,,,,,,,,,,,,,,,,,
ID0253,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0254,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
ID0255,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0256,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0257,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
ID0258,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID0259,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0260,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID0261,,,,,,,,,,,,,,,,,,,,,
ID0262,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,,,,,,,,,
ID0263,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,
ID0264,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0265,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0266,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0267,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,
ID0268,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,
ID0269,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,
ID0270,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
ID0271,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0272,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID0273,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0274,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,,,,
ID0275,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0276,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,
ID0277,,,,,,,,,,,,,,,,,,,,,
ID0278,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID0279,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0280,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,,,,,,
ID0281,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,
ID0282,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0283,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID0284,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0285,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0286,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,
ID0287,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,
ID0288,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0289,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,
ID0290,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
ID0291,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0292,,,,,,,,,,,,,,,,,,,,,
ID0293,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0294,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0295,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,,,,,,,,,
ID0296,,,,,,,,,,,,,,,,,,,,,
ID0297,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
ID0298,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0299,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0300,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,
ID0301,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0302,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,
ID0303,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0304,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0305,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0306,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0307,High Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0308,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0309,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,,,,,,,,,,,,,
ID0310,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0311,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0312,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0313,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID0314,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0315,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0316,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,
ID0317,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0318,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,
ID0319,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0320,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,
ID0321,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0322,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,
ID0323,,,,,,,,,,,,,,,,,,,,,
ID0324,,,,,,,,,,,,,,,,,,,,,
ID0325,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0326,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID0327,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,,,,
ID0328,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,
ID0329,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0330,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID0331,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
ID0332,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,
ID0333,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0334,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
ID0335,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,
ID0336,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0337,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,
ID0338,,,,,,,,,,,,,,,,,,,,,
ID0339,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0340,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
ID0341,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID0342,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,
ID0343,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0344,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID0345,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
ID0346,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,,
ID0347,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
ID0348,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0349,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0350,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,
ID0351,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,
ID0352,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0353,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0354,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0355,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,
ID0356,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0357,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0358,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,
ID0359,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0360,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID0361,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0362,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0363,,,,,,,,,,,,,,,,,,,,,
ID0364,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
ID0365,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0366,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0367,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0368,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,
