QA_ID_std,14B_sentence_number,4k_ID_std,ID_corr,human_sentence_ids,data_source_corr,sentence_number_corr,keep_k
Merge Q3950,"1,2,3,4,5,6,7,8",Merge Q3950,ID1223,"1, 2, 3, 8",mmlu,8.0,4.0
Merge Q3951,"1,2,3",Merge Q3951,ID1268,"1, 3",mmlu,3.0,2.0
Merge Q3952,"1,2,3",Merge Q3952,ID1063,"1, 3",mmlu,3.0,2.0
Merge Q3953,"1,2,3,4,5,6,7,8,9",Merge Q3953,ID1182,"1, 2, 6, 7, 8, 9",mmlu,9.0,6.0
Merge Q3956,"1,2,3,4,5,6,7",Merge Q3956,ID0059,"2, 7",mmlu,7.0,2.0
Merge Q3957,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3957,ID1088,"6, 8, 9, 11",mmlu,11.0,4.0
Merge Q3958,"1,2,3,4,5,6,7",Merge Q3958,ID0864,"1, 2, 3",mmlu,7.0,3.0
Merge Q396,"1,2,3,4,5,6,7,8,9",Merge Q396,ID1990,"2, 3, 4, 5, 6",jama,9.0,5.0
Merge Q3961,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3961,ID1331,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11",mmlu,11.0,10.0
Merge Q3962,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3962,ID1622,"1, 2, 3, 6, 7, 8",mmlu,11.0,6.0
Merge Q3964,"1,2,3,4,5,6,7,8,9",Merge Q3964,ID1163,"1, 2, 3, 5, 6, 7, 8, 9",mmlu,9.0,8.0
Merge Q3965,"1,2,3",Merge Q3965,ID0766,"1, 3",mmlu,3.0,2.0
Merge Q3966,"1,2,3,4,5,6,7,8",Merge Q3966,ID0757,"1, 3, 4, 5",mmlu,8.0,4.0
Merge Q3967,"1,2,3,4",Merge Q3967,ID1460,"1, 3",mmlu,4.0,2.0
Merge Q3968,"1,2,3,4,5",Merge Q3968,ID0265,"1, 4",mmlu,5.0,2.0
Merge Q3969,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q3969,ID0307,"1, 3, 8, 11, 12",mmlu,12.0,5.0
Merge Q397,"1,2,4,5,7,8,9,10",Merge Q397,ID0202,"1, 2, 4, 6, 7, 8, 9",jama,10.0,7.0
Merge Q3970,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q3970,ID1206,"1, 2, 4, 12",mmlu,14.0,4.0
Merge Q3971,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q3971,ID0270,"1, 2, 5, 7, 8, 9, 10",mmlu,12.0,7.0
Merge Q3973,"1,2,3",Merge Q3973,ID1996,"1, 3",mmlu,3.0,2.0
Merge Q3974,"1,2,3,4,5",Merge Q3974,ID0665,"1, 2, 3, 5",mmlu,5.0,4.0
Merge Q3975,"1,2,3,4",Merge Q3975,ID1240,"2, 3, 4",mmlu,4.0,3.0
Merge Q3976,"1,2,3,4,5,6,7",Merge Q3976,ID1239,"1, 2, 3, 5, 6, 7",mmlu,7.0,6.0
Merge Q3977,"1,2,3,4,5,6,7,8,9",Merge Q3977,ID1908,"1, 3, 4, 5, 9",mmlu,9.0,5.0
Merge Q3979,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",Merge Q3979,ID0909,"1, 9, 10, 11, 12, 15, 16",mmlu,16.0,7.0
Merge Q3980,"1,2,3,4,5",Merge Q3980,ID0712,"1, 2",mmlu,5.0,2.0
Merge Q3982,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q3982,ID1272,"1, 2, 3, 5, 8, 11",mmlu,12.0,6.0
Merge Q3983,"1,2,3,4,5",Merge Q3983,ID1849,"1, 2, 3, 4",mmlu,5.0,4.0
Merge Q3984,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q3984,ID0313,"1, 2, 6",mmlu,15.0,3.0
Merge Q3985,"1,2,3,4,5,6,7,8,9,10,11",Merge Q3985,ID0237,"1, 5, 6, 7",mmlu,11.0,4.0
Merge Q3986,"1,2,3,4,5,6",Merge Q3986,ID1862,"1, 5, 6",mmlu,6.0,3.0
Merge Q3989,"1,2,3,4,5,6,7",Merge Q3989,ID0653,"1, 2, 6, 7",mmlu,7.0,4.0
Merge Q399,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q399,ID0900,"1, 10, 11, 12, 13",jama,14.0,5.0
Merge Q3991,"1,2,3,4,5,6",Merge Q3991,ID0851,"1, 3",mmlu,6.0,2.0
Merge Q3992,"1,2,3,4,5,6,7,8,9,10",Merge Q3992,ID1725,"1, 2, 7, 8, 9",mmlu,10.0,5.0
Merge Q3993,"1,2,3,4,5,6,7,8",Merge Q3993,ID0027,"1, 6",mmlu,8.0,2.0
Merge Q3994,"1,2,3,4,5,6,7",Merge Q3994,ID0429,"1, 2, 3, 4, 5, 6",mmlu,7.0,6.0
Merge Q3996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q3996,ID1586,"1, 3, 5, 6, 8, 9, 10, 13, 15",mmlu,15.0,9.0
Merge Q3997,"1,2,3,4,5",Merge Q3997,ID0190,"1, 2, 3, 4",mmlu,5.0,4.0
Merge Q3999,"1,2,3,4,5",Merge Q3999,ID0428,"1, 2, 3, 5",mmlu,5.0,4.0
Merge Q4,"1,2,3,4,5,6",Merge Q4,ID0700,"1, 2, 6",jama,6.0,3.0
Merge Q400,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q400,ID0109,"1, 2, 4, 5, 7, 10, 11, 12",jama,14.0,8.0
Merge Q4000,"1,2,3,4",Merge Q4000,ID0122,3,mmlu,4.0,1.0
Merge Q4001,"1,2,3,4",Merge Q4001,ID0652,"1, 3, 4",mmlu,4.0,3.0
Merge Q4002,"1,2,3,4,5,6,7,8",Merge Q4002,ID1277,"1, 2, 3, 5, 6, 7, 8",mmlu,8.0,7.0
Merge Q4004,"1,2,3,4,5,6",Merge Q4004,ID1662,"1, 2, 4, 5, 6",mmlu,6.0,5.0
Merge Q4005,"1,2,3,4,5,6",Merge Q4005,ID1425,"1, 2, 4, 5, 6",mmlu,6.0,5.0
Merge Q4007,"1,2,3,4,5,6,7,8,9,10,11",Merge Q4007,ID0360,"1, 2, 5, 7, 8, 9, 10, 11",mmlu,11.0,8.0
Merge Q4009,"1,2,3,4,5,6,7,8,9,10",Merge Q4009,ID0220,"7, 8, 9",mmlu,10.0,3.0
Merge Q4010,"1,2,3,4,5,6,7",Merge Q4010,ID1524,"1, 7",mmlu,7.0,2.0
Merge Q4011,"1,2,3",Merge Q4011,ID1355,"1, 3",mmlu,3.0,2.0
Merge Q4012,"1,2,3,4,5,6",Merge Q4012,ID1302,"1, 4, 5, 6",mmlu,6.0,4.0
Merge Q4013,"1,2,3,4,5,6",Merge Q4013,ID0695,"1, 2, 3, 5",mmlu,6.0,4.0
Merge Q4015,"1,2,3,4,5,6,7,8,9,10,11",Merge Q4015,ID0911,"1, 2, 3, 6, 9, 10, 11",mmlu,11.0,7.0
Merge Q4018,"1,2,3,4,5,6,7,8,9,10",Merge Q4018,ID1798,"1, 2, 3, 6, 7, 8, 9, 10",mmlu,10.0,8.0
Merge Q4019,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q4019,ID0184,"1, 3, 4, 5, 12, 14, 15",mmlu,15.0,7.0
Merge Q4020,"1,2,3,4,5,6,7,8,9,10",Merge Q4020,ID0409,"1, 2, 3, 6, 7, 8, 9, 10",mmlu,10.0,8.0
Merge Q4022,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q4022,ID1596,"1, 4, 5, 6, 8, 9, 10, 11",mmlu,12.0,8.0
Merge Q4023,"1,2,3,4,5,6,7",Merge Q4023,ID1479,"2, 3, 4, 7",mmlu,7.0,4.0
Merge Q4024,"1,2,3,4,6,7,8,9,10,11",Merge Q4024,ID1426,"1, 2, 3, 5, 6, 7, 10, 11",mmlu,11.0,8.0
Merge Q4026,"1,2,3,4,5,6,7",Merge Q4026,ID0773,"1, 3, 4",mmlu,7.0,3.0
Merge Q4027,"1,2,3,4,5,6",Merge Q4027,ID0789,"1, 3, 4, 5, 6",mmlu,6.0,5.0
Merge Q4028,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q4028,ID1421,"1, 2, 3, 8, 9, 10",mmlu,12.0,6.0
Merge Q4030,"1,2,3,4,5,6,7",Merge Q4030,ID1474,"4, 5, 6, 7",mmlu,7.0,4.0
Merge Q4032,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q4032,ID0154,"1, 4, 6, 9, 10, 12",mmlu,12.0,6.0
Merge Q4033,"1,2,3,4,5,6,7",Merge Q4033,ID0129,"1, 2, 4, 5, 6",mmlu,7.0,5.0
Merge Q4034,"1,2,3,4,5,6,7,8,9,10",Merge Q4034,ID0117,"1, 2, 9, 10",mmlu,10.0,4.0
Merge Q4035,"1,2,3,4,5,6,7,8",Merge Q4035,ID0542,"1, 2, 3, 5, 6, 8",mmlu,8.0,6.0
Merge Q4036,"1,2,3,4",Merge Q4036,ID1044,"1, 3, 4",mmlu,4.0,3.0
Merge Q4037,"1,2,3,4",Merge Q4037,ID1873,"1, 4",mmlu,4.0,2.0
Merge Q4038,"1,2,3,4,5,6,7,8,9,10,11",Merge Q4038,ID0884,"1, 2",mmlu,11.0,2.0
Merge Q4039,"1,2,3",Merge Q4039,ID0617,"1, 2",mmlu,3.0,2.0
Merge Q404,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",Merge Q404,ID0998,"1, 2, 4, 6, 9, 10, 11, 14",jama,16.0,8.0
Merge Q4040,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q4040,ID0098,"1, 2, 10, 11, 12, 14",mmlu,14.0,6.0
Merge Q4041,"1,2,3,4",Merge Q4041,ID1064,"1, 2, 4",mmlu,4.0,3.0
Merge Q4045,"1,2,3,4",Merge Q4045,ID1507,"1, 4",mmlu,4.0,2.0
Merge Q4046,"1,2,3,4,5,6,7,8,9,10,11",Merge Q4046,ID1467,"1, 9, 11",mmlu,11.0,3.0
Merge Q4048,"1,2,3,4",Merge Q4048,ID0024,4,mmlu,4.0,1.0
Merge Q4049,"1,2,3,4,5,6,7",Merge Q4049,ID0217,"1, 2, 5, 7",mmlu,7.0,4.0
Merge Q4051,"1,2,3,4,5,6,7,8",Merge Q4051,ID1972,"1, 4, 6",mmlu,8.0,3.0
Merge Q4052,"1,2,3,4,5,6,7,8,9",Merge Q4052,ID0406,"1, 2, 3, 5, 6, 7, 8",mmlu,9.0,7.0
Merge Q4053,"1,2,3,4,5,6,7,8,9,10",Merge Q4053,ID1827,"1, 2, 5, 6, 7, 9, 10",mmlu,10.0,7.0
Merge Q4054,"1,2,3,4,5",Merge Q4054,ID1774,"1, 4, 5",mmlu,5.0,3.0
Merge Q406,"1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,18",Merge Q406,ID1981,"1, 17, 18",jama,18.0,3.0
Merge Q408,"1,2,3,4,5,6,7,8,9",Merge Q408,ID0258,"1, 2, 3, 6, 8, 9",jama,9.0,6.0
Merge Q410,"1,2,3,4,5,6,7,8,9,10,11",Merge Q410,ID0054,"1, 2, 3, 4, 7, 9, 11",jama,11.0,7.0
Merge Q412,"1,2,3,4,5,6,7,8",Merge Q412,ID1711,"1, 2, 4, 5, 6",jama,8.0,5.0
Merge Q413,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",Merge Q413,ID0660,"1, 3, 4, 5, 7, 8, 10, 15, 17",jama,17.0,9.0
Merge Q414,"1,2,3,4,5,6,7,8",Merge Q414,ID0785,"1, 2, 3, 6, 7, 9",jama,9.0,6.0
Merge Q415,"1,2,3,4,5,6,7,8,9,10,12",Merge Q415,ID1247,"1, 2, 7, 8, 9, 10, 11, 12",jama,12.0,8.0
Merge Q417,"1,2,3,4,5,6,7,8",Merge Q417,ID0146,"2, 3, 8",jama,8.0,3.0
Merge Q418,"1,2,5,6,8,9,10",Merge Q418,ID0387,"1, 2, 5, 7, 8",jama,10.0,5.0
Merge Q42,"1,2,3,5,6,7,9,10,11,12,13,14",Merge Q42,ID1607,"1, 2, 3, 5, 7",jama,14.0,5.0
Merge Q420,"1,2,3,5,6,7,8,9,10,12,13",Merge Q420,ID0449,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14",jama,14.0,13.0
Merge Q421,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q421,ID1015,"1, 3, 11, 12, 13",jama,14.0,5.0
Merge Q422,"1,2,3,4,5,6,7,8,9",Merge Q422,ID0683,"1, 2, 3, 4, 6, 7, 8, 9",jama,9.0,8.0
Merge Q423,"1,2,4,5",Merge Q423,ID0776,"1, 4",jama,5.0,2.0
Merge Q425,"1,2,3,4,5,6,7,9,10,12",Merge Q425,ID0993,"1, 2, 4, 9, 10, 11, 12",jama,13.0,7.0
Merge Q426,"1,2,3,4,5,9,12,13,14,15,16",Merge Q426,ID1575,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14",jama,16.0,13.0
Merge Q427,"1,2,3,4,5,6,7,8,9,10",Merge Q427,ID0494,"1, 3, 4, 5, 6, 7, 9, 10",jama,10.0,8.0
Merge Q429,"1,2,3,4,5,6,7,8,10,11,12,13",Merge Q429,ID0373,"1, 5",jama,13.0,2.0
Merge Q43,"1,2,3,4,5,6,8,9",Merge Q43,ID0762,"1, 2, 3, 4, 5, 7, 8, 9",jama,9.0,8.0
Merge Q430,"1,2,3,4,5,7,8,10,11",Merge Q430,ID0555,"1, 3, 11",jama,11.0,3.0
Merge Q431,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q431,ID0904,"1, 8",jama,12.0,2.0
Merge Q432,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",Merge Q432,ID0876,"1, 2, 10, 11, 12, 13, 16, 17, 18, 19, 20",jama,23.0,14.0
Merge Q433,"1,2,3,4,5,6,7,8,9,10",Merge Q433,ID0862,"1, 6",jama,10.0,2.0
Merge Q434,"1,2,3,4,5,6,7,8,9",Merge Q434,ID0859,"1, 7",jama,9.0,2.0
Merge Q435,"1,2,3,4,5,6,8,9,10,11,12",Merge Q435,ID1928,"1, 2, 3, 8, 9, 12",jama,12.0,6.0
Merge Q436,"1,2,3,4,5,7,8,9,10",Merge Q436,ID1140,1,jama,10.0,1.0
Merge Q437,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q437,ID0669,"1, 2, 5, 6, 11, 12, 13",jama,13.0,7.0
Merge Q438,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q438,ID1166,"1, 2",jama,12.0,2.0
Merge Q441,"1,2,3,4,6,7,8,10,11",Merge Q441,ID1728,"1, 2, 5, 8, 9, 11",jama,11.0,6.0
Merge Q444,"1,2,3,4,5,6,7,8,9,10,11",Merge Q444,ID0472,"1, 2, 4, 5, 6, 8, 9, 10, 11",jama,11.0,9.0
Merge Q445,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q445,ID0539,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12",jama,12.0,11.0
Merge Q446,"1,2,3,4,6,7,8,9",Merge Q446,ID0093,"1, 3, 4, 6, 9, 10",jama,10.0,6.0
Merge Q447,"1,2,3,4,5,6,7,8,9,10,11",Merge Q447,ID1334,"1, 2, 8, 9, 10, 11",jama,11.0,6.0
Merge Q448,"1,2,3,5,6,7,8,10,11",Merge Q448,ID0364,"1, 2, 3, 4, 5, 6, 8, 9",jama,11.0,8.0
Merge Q45,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q45,ID1308,"4, 5, 6, 7, 9, 12, 13",jama,13.0,7.0
Merge Q450,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q450,ID0213,"8, 9, 10, 12, 14, 15",jama,15.0,6.0
Merge Q451,"1,2,3,4,5,7,8,9",Merge Q451,ID1879,"1, 2, 3, 4, 5, 7, 8",jama,9.0,7.0
Merge Q452,"1,3,4,5,6,7,8,9,10,12,13,14,15,17,18,19",Merge Q452,ID1438,"1, 2, 3, 4, 5, 6, 8, 9, 12, 13, 15, 16, 17, 18, 19",jama,19.0,15.0
Merge Q454,"1,2,3,4,5,6,7",Merge Q454,ID1734,"1, 2, 3, 4, 6, 7",jama,7.0,6.0
Merge Q457,"1,2,3,4,5,6,7,8,9,10",Merge Q457,ID1005,"1, 5, 7",jama,10.0,3.0
Merge Q459,"1,2,3,4,5,6,7,8",Merge Q459,ID1518,"1, 2, 5, 6, 7",jama,8.0,5.0
Merge Q463,"1,2,3,4,5,6,7,8,9,10,11",Merge Q463,ID0719,"1, 2, 3, 6, 7, 8, 9, 10",jama,11.0,8.0
Merge Q465,"1,2,3,5,6,7,8,9,11",Merge Q465,ID1275,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12",jama,12.0,11.0
Merge Q468,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q468,ID0069,"1, 6, 9, 10, 11",jama,12.0,5.0
Merge Q469,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17",Merge Q469,ID0287,"1, 2, 3, 6, 7, 8, 10, 12, 17",jama,18.0,9.0
Merge Q470,"1,2,3,4,5,6,7,8,9,10,11",Merge Q470,ID1791,"1, 2, 3, 7, 8, 10",jama,11.0,6.0
Merge Q471,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q471,ID0277,"1, 2, 3, 4, 8, 9, 12, 13, 14, 15",jama,15.0,10.0
Merge Q474,"1,2,3,4,5,6,7,9,10,11",Merge Q474,ID0301,"1, 3",jama,11.0,2.0
Merge Q478,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",Merge Q478,ID1485,"1, 2, 4, 11",jama,17.0,4.0
Merge Q479,"1,2,3,4,5,6,7,8,9",Merge Q479,ID1089,"1, 7, 8, 9",jama,9.0,4.0
Merge Q480,"1,2,3,4,5,6,8,9,10,11,12,13,15,16,18",Merge Q480,ID0779,"1, 2, 3, 4, 8, 9, 11, 12, 14, 15",jama,18.0,10.0
Merge Q481,"1,2,3,4,5,6",Merge Q481,ID1110,"1, 2, 3, 5",jama,6.0,4.0
Merge Q486,"1,2,3,4,5,6,7,8,9,10,12,13,14",Merge Q486,ID1121,"1, 2, 5, 6, 9, 12, 13",jama,14.0,7.0
Merge Q487,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q487,ID0124,"1, 2, 3, 7, 9, 10, 12, 13",jama,13.0,8.0
Merge Q489,"1,3,4,5,6,8",Merge Q489,ID1811,"1, 2, 3, 4, 5, 8",jama,8.0,6.0
Merge Q49,"1,2,3,5,6,7,8,9,10,12,13,14,15",Merge Q49,ID0781,"1, 2, 3, 4, 5, 15",jama,15.0,6.0
Merge Q491,"1,2,3,4,5,6,7,8,10,11",Merge Q491,ID0522,"1, 4",jama,11.0,2.0
Merge Q492,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18",Merge Q492,ID1505,"1, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18",jama,18.0,13.0
Merge Q495,"1,2,3,4,6,7,8,9,10,11,13,14",Merge Q495,ID0869,"1, 2, 4, 6, 7, 8, 9, 10, 11, 15",jama,15.0,10.0
Merge Q496,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q496,ID0561,"1, 4, 5, 6, 11, 12, 13",jama,13.0,7.0
Merge Q498,"1,2,3,4,5,6,7,8",Merge Q498,ID1601,"1, 3, 5, 6, 8",jama,8.0,5.0
Merge Q50,"1,2,3,4,6,7,8,9,10,11",Merge Q50,ID0469,"1, 6, 7, 10",jama,11.0,4.0
Merge Q500,"1,2,3,5,6,7,8,9,10,11,13,14",Merge Q500,ID0746,"1, 2, 4, 6, 8, 9, 10, 11, 12, 13, 14",jama,15.0,11.0
Merge Q501,"1,2,3,4,6,7",Merge Q501,ID0855,"1, 4, 5, 6, 7",jama,7.0,5.0
Merge Q502,"1,2,3,5,6,7,8",Merge Q502,ID0368,"1, 5, 7, 8",jama,13.0,4.0
Merge Q507,"1,2,3,4,5",Merge Q507,ID0119,"1, 2, 3, 5",jama,10.0,4.0
Merge Q508,"1,2,3,5,6",Merge Q508,ID1321,"1, 5, 6",jama,6.0,3.0
Merge Q51,"1,2,3,4,5,6,8,9,10,11,12,14",Merge Q51,ID1573,"1, 5, 6, 9, 10, 11, 12, 13, 14",jama,14.0,9.0
Merge Q512,"1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,18",Merge Q512,ID1695,"1, 3, 4, 6, 9, 10, 11, 12, 18, 19",jama,19.0,10.0
Merge Q513,"1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20",Merge Q513,ID0446,"1, 2, 3, 7, 8, 9, 13, 14, 15, 16, 17, 18, 19, 20",jama,20.0,14.0
Merge Q514,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q514,ID0670,"1, 2, 3, 6, 7, 9, 10, 11, 12, 13",jama,13.0,10.0
Merge Q515,"1,2,3,4,5,6,8",Merge Q515,ID0043,"1, 2, 4, 5, 7",jama,8.0,5.0
Merge Q516,"1,2,3,4,6,7,8,9,10,11,12,14",Merge Q516,ID1756,"1, 2, 4, 5, 7, 9, 11, 12",jama,15.0,8.0
Merge Q518,"1,2,3,4,5,6,7,8,9",Merge Q518,ID0097,"1, 2, 3, 4, 5, 6",jama,9.0,6.0
Merge Q519,"1,2,3,4,5,6,8,9,10,11,12,13,14,16",Merge Q519,ID1655,"1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17",jama,17.0,15.0
Merge Q52,"1,2,3,4,5,7,8,9,10,11,12,13,14,16",Merge Q52,ID1893,"1, 2, 3, 5, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19",jama,19.0,14.0
Merge Q520,"1,2,3,4,5,6,7,8,9,10",Merge Q520,ID0982,"1, 2, 3, 5, 6, 7, 8",jama,15.0,7.0
Merge Q523,"1,2,4,5,6,7,8,9,10,11,12",Merge Q523,ID1215,"1, 2, 3, 5, 6, 7, 9, 10, 11, 12",jama,12.0,10.0
Merge Q524,"1,2,3,4,6,7,8,10,11,12",Merge Q524,ID0867,"1, 6, 7",jama,13.0,3.0
Merge Q527,"1,2,3,4,5,6,7,8,9,11",Merge Q527,ID0366,"1, 7, 9, 10, 11",jama,11.0,5.0
Merge Q528,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q528,ID1366,"1, 3, 4, 5, 6, 7, 8, 10, 11, 12",jama,12.0,10.0
Merge Q532,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q532,ID1464,"1, 4, 7, 8, 9, 10, 12, 13",jama,13.0,8.0
Merge Q533,"1,2,3,4,5,6,7,8,9,10,11",Merge Q533,ID0710,"1, 6, 8, 9",jama,11.0,4.0
Merge Q534,"1,2,3,4,5,6,7,9,10",Merge Q534,ID0991,"1, 2, 8, 9, 10",jama,10.0,5.0
Merge Q536,"1,2,3,4,5,6,7,9,10,11,13,15,16,17,18",Merge Q536,ID1060,"1, 2, 3, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18",jama,18.0,14.0
Merge Q537,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q537,ID0747,"1, 2, 3, 4, 5, 6, 7, 11",jama,13.0,8.0
Merge Q539,"1,2,3,4,6,7,8,10,11,12,13,14,15",Merge Q539,ID0302,"5, 11, 14, 15",jama,15.0,4.0
Merge Q54,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q54,ID0186,"1, 2, 4, 8, 9, 10, 11, 12, 13, 14, 15",jama,15.0,11.0
Merge Q542,"1,2,3,4,5,6,7",Merge Q542,ID1645,"1, 2, 5, 6, 7",jama,8.0,5.0
Merge Q544,"1,2,3,4,5,6,7,8,9,10,11",Merge Q544,ID0703,"1, 2, 4, 9, 10",jama,11.0,5.0
Merge Q545,"1,2,4",Merge Q545,ID1290,"1, 2, 3, 4",jama,5.0,4.0
Merge Q546,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q546,ID1014,"1, 3, 6, 7, 8, 9, 10, 11, 14, 15",jama,15.0,10.0
Merge Q548,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q548,ID1403,"1, 4, 5, 6, 8, 11, 12, 13, 14",jama,14.0,9.0
Merge Q549,"1,2,3,5,6,7,8,9,10,11,12",Merge Q549,ID1273,"1, 6, 9",jama,13.0,3.0
Merge Q55,"1,2,3,5,6,7,8,9,10,12",Merge Q55,ID0661,"1, 11, 12",jama,12.0,3.0
Merge Q550,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q550,ID1807,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12",jama,12.0,11.0
Merge Q551,"1,2,3,4,6,7,8,9,10,11,12,14,15",Merge Q551,ID1477,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",jama,16.0,15.0
Merge Q552,"1,2,3,4,5,7,8,9,10",Merge Q552,ID0324,"1, 2, 3, 4, 5, 7, 8, 9, 10",jama,10.0,9.0
Merge Q553,"1,2,3,4,5,6,7",Merge Q553,ID1847,"1, 2, 3, 4, 5, 7",jama,7.0,6.0
Merge Q558,"1,2,3,4,5,6,7,8,9",Merge Q558,ID0692,"2, 4, 6, 9",jama,9.0,4.0
Merge Q56,"1,2,3,4,5,6,7,8,9,11,12,13",Merge Q56,ID0268,"1, 3, 4, 5, 6, 7, 12, 14",jama,14.0,8.0
Merge Q560,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",Merge Q560,ID1002,"1, 2, 3, 4, 6, 10, 14, 15, 16, 17, 18, 19, 20",jama,24.0,17.0
Merge Q568,"1,2,3,4,5,6,7,8,9,10,11",Merge Q568,ID0635,"1, 2, 4, 7, 8, 9, 10",jama,12.0,7.0
Merge Q569,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",Merge Q569,ID1132,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17",jama,17.0,14.0
Merge Q57,"1,2,3,4,5,6,7,8,9,10",Merge Q57,ID1747,"9, 10",jama,11.0,2.0
Merge Q572,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q572,ID1381,"1, 8",jama,12.0,2.0
Merge Q573,"1,2,3,4,6,7,8,9,10,11,12,14,15",Merge Q573,ID0559,"1, 14, 15",jama,16.0,3.0
Merge Q576,"1,2,3,4,5,6,8,9,10,12,13,14,15,16",Merge Q576,ID0629,"1, 2, 3, 4, 5, 10, 12, 13, 14, 15, 16",jama,16.0,11.0
Merge Q577,"1,2,3,4,5,6,7,8,10,11,12",Merge Q577,ID0743,"1, 2, 4, 7, 8, 10, 11",jama,12.0,7.0
Merge Q579,"1,2,3,4,5,6,7,8,9,11,12,13",Merge Q579,ID1382,"1, 3, 6, 7, 11, 12, 13",jama,13.0,7.0
Merge Q580,"1,2,3,4,5,6,7,8,9,10,11",Merge Q580,ID0404,"1, 4, 7, 10",jama,11.0,4.0
Merge Q581,"1,2,3,4,5,7,8,9,10,11,12,15",Merge Q581,ID0337,"1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15",jama,16.0,11.0
Merge Q582,"1,2,3,4,5,6,7,8,9,10",Merge Q582,ID0157,"1, 2, 3, 4, 6, 8, 9",jama,10.0,7.0
Merge Q583,"1,2,3,4,5,6,7,8,9,10",Merge Q583,ID1276,"1, 2, 4, 5, 8",jama,10.0,5.0
Merge Q584,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21",Merge Q584,ID1792,"1, 3, 14, 18, 19, 20",jama,22.0,8.0
