row_index,GPT4o_answer,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
218,B,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,
219,B,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
220,A,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,
221,D,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
222,D,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
223,D,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,
224,B,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
225,E,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
226,C,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
227,D,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
228,,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,,,,
229,C,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
230,C,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
231,B,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
232,A,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
233,A,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
234,B,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
235,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
236,A,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
237,A,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,
238,E,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,,
239,C,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
240,D,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
241,,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,
242,C,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,,,,
243,C,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
244,,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
245,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance
246,C,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
247,A,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
248,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
249,D,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
250,D,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,
252,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
253,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
254,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
255,D,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
256,C,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
257,C,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,
258,,Irrelevant,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
259,,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,
261,,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,,,,,,,,,
262,D,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,
263,,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
264,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
265,,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
266,B,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,
267,D,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,
268,A,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,
269,D,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
270,,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
271,,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
272,B,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
273,E,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,,,,
274,,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
275,,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,
277,C,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
278,B,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
279,B,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,,,,,,
280,,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,
281,E,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
282,A,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
283,,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
284,,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
285,C,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,
286,C,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,
287,,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,
288,B,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,
289,C,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,
290,E,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,
292,B,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
293,,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
294,A,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,
296,D,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
297,,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
298,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
299,B,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,
300,A,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
301,B,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,
302,E,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
303,,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
304,B,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
305,,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
306,D,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
307,E,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
308,A,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,,,,,,,,,,,,,
309,D,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
310,B,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
311,,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
312,A,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
313,C,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
314,C,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
315,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,
316,E,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
317,,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,
318,,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
319,,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,
320,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
321,,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,
324,C,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
325,B,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
326,E,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,,,,
327,B,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,
328,C,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
329,C,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,
330,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
331,C,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,
332,A,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
333,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
334,D,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,
335,A,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
336,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,
337,,,,,,,,,,,,,,,,,,,,,,
338,B,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
339,,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
340,,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
341,B,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,
342,,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
343,B,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
344,A,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
345,,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,,
346,C,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
347,A,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
348,,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
349,C,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,
350,D,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,
351,A,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
352,,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
353,E,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
354,A,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,
355,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
356,B,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
357,B,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,
358,D,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
359,A,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
360,D,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
361,B,High Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,
363,B,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
364,C,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
365,C,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
366,,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
367,D,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,
368,A,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
369,A,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,
370,,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
371,C,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,
373,,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
374,,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
375,A,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
376,A,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,
