Origin,Problem ID,Labeled date,Duration (s),Labeling state,# Qualified reads,Flag messages,Flag reasons,User ID,p,q1,Correct answer,Response correct,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,data_source_corr_x,data_source_corr_y,data_source_corr
ID1983,25261962,4/28/25,389.415,Labeled,4,,,580256,med student,d,D,True,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1983,25261962,4/29/25,134.515,Labeled,4,,,580677,med student,d,D,True,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1983,25261962,5/1/25,230.457,Labeled,4,,,579608,med student,d,D,True,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1983,25261962,10/1/25,135.0,Labeled,4,,,580,physician,d,D,True,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1981,25261964,5/5/25,223.837,Labeled,6,,,586778,med student,a,D,False,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,jama,jama,jama
ID1981,25261964,5/6/25,147.596,Labeled,6,,,586807,med student,a,D,False,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,jama,jama,jama
ID1981,25261964,5/6/25,295.917,Labeled,6,,,586785,med student,d,D,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,jama,jama,jama
ID1981,25261964,10/17/25,273.0,Labeled,6,,,615169,physician,b,D,False,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1981,25261964,11/4/25,360.0,Labeled,6,,,622145,physician,a,D,False,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,jama,jama,jama
ID1981,25261964,11/12/25,200.0,Labeled,6,,,423438,physician,d,D,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,jama,jama,jama
ID1980,25261965,5/7/25,229.843,Labeled,5,,,582025,med student,b,I,False,low relevance,not relevant,not relevant,not relevant,not relevant,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1980,25261965,5/7/25,99.161,Labeled,5,,,579499,med student,g,I,False,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1980,25261965,5/7/25,118.603,Labeled,5,,,349529,med student,i,I,True,high relevance,not relevant,not relevant,not relevant,not relevant,not relevant,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1980,25261965,9/23/25,106.0,Labeled,5,,,615169,physician,b,I,False,high relevance,not relevant,not relevant,not relevant,not relevant,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1980,25261965,9/24/25,53.0,Labeled,5,,,423438,physician,i,I,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1979,25261966,4/28/25,119.629,Labeled,5,,,580256,med student,h,H,True,high relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1979,25261966,4/29/25,100.429,Labeled,5,,,579499,med student,h,H,True,low relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1979,25261966,4/30/25,118.46,Labeled,5,,,126913,med student,g,H,False,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1979,25261966,9/30/25,161.0,Labeled,5,,,423438,physician,g,H,False,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1979,25261966,10/23/25,285.0,Labeled,5,,,580,physician,h,H,True,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1977,25261968,4/26/25,190.545,Labeled,4,,,579608,med student,c,D,False,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1977,25261968,4/30/25,310.74,Labeled,4,,,579501,med student,c,D,False,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not relevant,low relevance,not relevant,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1977,25261968,5/2/25,335.978,Labeled,4,,,579536,med student,d,D,True,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1977,25261968,9/26/25,226.0,Labeled,4,,,24708,physician,d,D,True,high relevance,low relevance,low relevance,not applicable,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1976,25261970,5/4/25,136.68,Labeled,4,,,348391,med student,a,A,True,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
