QA_ID,14B_Sentences
Merge_Q964,"1,2,3,4,6,8"
Merge_Q965,7
Merge_Q967,"1,2,3,4,5,8,9,10,15,16,17,18"
Merge_Q968,"1,2,3,4,5,6,7,8,9"
Merge_Q97,"1,2,3,4,5,6,9"
Merge_Q970,"1,2,3,4,5,6,7"
Merge_Q971,"1,2,3,4,5,6,9"
Merge_Q972,"2,3,6,7"
Merge_Q973,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q974,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q975,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q979,"1,2,3,4,5"
Merge_Q98,"1,2,3,4,5,6,7,8,11,12"
Merge_Q980,"1,2,3,4,5,6,7,8,9"
Merge_Q981,"1,2,3,4,5,6,7,12"
Merge_Q982,"1,2,3,4,5,6,7,8,9"
Merge_Q983,"1,2,3,4,5"
Merge_Q984,"1,2,3,4,5,6,7,8,9,10"
Merge_Q985,"1,2,3,4,5,6,9,10,11,12"
Merge_Q987,"1,2,3,6,7,8,9,10"
Merge_Q988,"1,2,3,6,7,10,11"
Merge_Q989,"1,2,5,6,7"
Merge_Q990,"1,2,3,4,5,6,7,8,9,10,11,12,13,16"
Merge_Q991,"1,2,3,4,5,6,7,8"
Merge_Q992,"1,2,3,6,7,8,9,10,11,12,15"
Merge_Q993,"4,10"
Merge_Q994,"1,2,3,4,5,6"
Merge_Q995,"1,2,3,4,5,6,9"
Merge_Q996,"1,2,3,4,5,6,7,8,9,10"
Merge_Q997,"1,2,3,4,5,6,7,8,9"
Merge_Q998,"1,2,3,4,5,6,7,8"
Merge_Q999,"1,2,3,4,5,6,7,8,11,12"
